0	55	1
0	809	1
0	770	1
0	430	1
1	3216	1
2	158	1
2	473	1
2	659	1
2	1103	1
2	294	1
2	587	1
2	809	1
2	3037	1
2	1150	1
2	713	1
2	552	1
2	1101	1
2	171	1
2	197	1
2	1108	1
3	6698	1
4	138	1
4	747	1
4	226	1
4	128	1
4	288	1
4	321	1
4	626	1
4	402	1
4	792	1
4	110	1
4	38	1
4	1108	1
4	1382	1
4	123	1
4	269	1
6	3240	1
6	4815	1
6	1547	1
7	1000	1
7	745	1
7	960	1
7	737	1
7	4049	1
7	1360	1
7	991	1
7	1422	1
7	1100	1
7	1439	1
7	62	1
8	2074	1
8	659	1
8	731	1
8	2348	1
8	21	1
9	228	1
9	1019	1
9	1061	1
10	13605	1
10	4671	1
10	13340	1
10	11922	1
11	114	1
11	132	1
11	1091	1
12	17	1
12	680	1
13	271	1
13	273	1
14	709	1
14	634	1
14	1013	1
14	107	1
15	583	1
15	724	1
15	694	1
15	25	1
15	111	1
15	274	1
15	18	1
15	723	1
15	132	1
15	524	1
15	1074	1
15	1018	1
15	226	1
15	269	1
15	295	1
15	707	1
15	290	1
15	714	1
16	1042	1
17	18	1
17	28	1
17	42	1
17	167	1
17	38	1
17	728	1
19	9143	1
20	217	1
20	128	1
20	1090	1
20	1092	1
20	666	1
20	690	1
20	473	1
20	663	1
20	206	1
20	1838	1
20	103	1
20	965	1
20	1548	1
20	250	1
20	381	1
20	212	1
20	1503	1
20	487	1
20	2341	1
20	12980	1
20	9906	1
20	322	1
20	1037	1
20	695	1
20	967	1
20	209	1
20	9565	1
20	49	1
20	655	1
20	810	1
20	1103	1
20	170	1
20	751	1
20	1420	1
20	359	1
20	94	1
20	716	1
20	145	1
20	2332	1
20	277	1
20	717	1
20	228	1
20	813	1
20	702	1
21	747	1
21	300	1
21	201	1
21	28	1
21	360	1
21	633	1
21	768	1
21	92	1
22	1071	1
22	1042	1
22	44	1
22	802	1
22	142	1
23	413	1
23	157	1
23	46	1
23	735	1
23	120	1
23	970	1
23	345	1
24	667	1
25	129	1
25	63	1
25	498	1
25	2475	1
25	228	1
26	280	1
26	667	1
26	1409	1
26	1513	1
27	1360	1
27	307	1
27	689	1
27	781	1
27	467	1
27	1382	1
27	673	1
27	92	1
28	1089	1
30	436	1
31	252	1
31	1404	1
31	113	1
31	381	1
31	991	1
31	968	1
31	1454	1
31	471	1
31	1101	1
31	204	1
31	3914	1
31	1392	1
31	184	1
31	155	1
31	217	1
31	277	1
31	60	1
31	122	1
31	1422	1
31	4049	1
31	673	1
32	1105	1
32	1153	1
33	706	1
33	800	1
33	643	1
34	322	1
34	1091	1
34	265	1
34	667	1
34	139	1
34	817	1
34	421	1
34	666	1
34	809	1
34	366	1
34	1107	1
35	207	1
35	260	1
35	816	1
35	797	1
35	289	1
35	683	1
35	622	1
36	599	1
36	163	1
36	1085	1
36	344	1
36	784	1
36	659	1
36	781	1
36	1420	1
36	650	1
36	1087	1
36	403	1
36	0	1
36	804	1
37	74	1
37	214	1
37	1062	1
37	468	1
37	692	1
37	524	1
37	36	1
37	815	1
38	1914	1
38	4764	1
38	10396	1
38	6051	1
38	3891	1
38	4615	1
38	11529	1
38	8828	1
38	9122	1
38	1950	1
38	6232	1
38	6196	1
38	11449	1
38	13882	1
38	14803	1
38	1196	1
38	6410	1
38	11229	1
39	670	1
39	768	1
39	1524	1
39	1000	1
39	48	1
39	210	1
39	691	1
39	114	1
39	366	1
39	97	1
39	480	1
39	637	1
39	180	1
39	430	1
39	1063	1
40	1073	1
40	542	1
40	1007	1
40	1016	1
40	801	1
40	691	1
40	426	1
40	1128	1
40	257	1
40	480	1
40	121	1
40	409	1
40	465	1
41	663	1
41	181	1
41	643	1
41	715	1
41	1078	1
42	372	1
42	1103	1
42	1033	1
42	690	1
43	346	1
43	1391	1
43	150	1
43	269	1
43	108	1
43	1402	1
43	580	1
43	39	1
43	55	1
43	354	1
43	823	1
43	1062	1
43	819	1
43	27	1
43	555	1
43	792	1
43	1311	1
43	613	1
44	961	1
44	1397	1
44	777	1
44	811	1
44	541	1
44	48	1
46	427	1
