0	14706	1
0	329	1
0	2863	1
0	2886	1
0	2319	1
0	347	2
0	25052	1
0	2094	1
0	583	1
0	7849	1
0	7839	1
1	15414	2
1	1760	3
1	2454	1
1	1986	1
1	2757	1
1	2758	1
1	450	1
1	1620	1
1	310	1
1	1937	1
1	1621	1
1	8335	1
1	451	1
1	452	1
1	7914	1
1	26772	2
1	26768	1
1	15123	1
1	15753	1
1	15419	1
1	19684	1
1	14191	1
1	12161	1
1	14227	1
1	18968	1
1	76	1
1	1939	3
2	33	2
2	66	1
2	1989	1
2	5870	2
2	12435	2
2	27	1
3	13250	1
3	1176	1
3	2592	1
4	4727	1
4	4728	1
4	21552	1
4	14774	1
5	9138	1
6	3325	1
6	377	1
6	22444	1
7	375	1
7	371	1
8	1067	1
8	1068	1
8	1069	1
8	1070	1
8	1071	1
8	1072	1
8	1379	1
9	6	1
9	1089	1
9	10165	1
9	3737	1
9	7232	1
9	2331	1
9	1208	1
10	2815	1
10	18069	1
11	0	1
11	25283	1
11	15836	1
11	2051	2
11	1169	1
11	2	1
11	1909	1
11	5292	1
11	3411	1
11	1582	1
11	1583	1
11	47	1
11	2052	1
12	21024	1
13	7832	1
13	479	1
13	7831	1
13	26657	1
13	1356	1
13	473	1
13	13186	2
13	26074	1
13	24671	1
13	3709	1
13	15532	1
13	3710	1
13	3711	1
13	20489	1
13	24908	1
13	3712	1
13	19650	1
13	12317	1
13	3678	2
13	19512	2
13	29371	1
13	25070	1
13	15776	1
13	8858	1
13	20725	1
13	3714	1
13	23433	1
13	19581	1
13	23169	1
13	1184	2
13	12751	1
13	1927	1
13	1995	2
13	3715	2
13	23799	1
13	3697	2
13	3716	1
13	3717	1
13	19513	1
13	3718	1
13	3719	1
13	3720	1
13	13383	1
13	8246	1
13	18789	1
13	3721	1
13	3722	1
13	3723	1
13	3700	3
13	25690	1
13	25516	1
13	1357	1
13	11488	1
13	11489	1
13	3724	2
13	15574	1
13	11490	1
13	14552	1
13	18113	1
13	15575	1
13	18114	1
13	18105	1
13	11486	2
14	4350	1
14	9994	1
14	14850	2
14	225	3
15	2388	1
15	516	1
16	328	4
16	1403	1
16	2292	1
16	1922	1
16	11421	1
16	1175	1
17	2094	1
17	12443	1
17	6693	1
18	8227	1
18	1099	1
18	640	2
18	26	4
18	5217	2
19	8227	1
19	1077	1
